place,time,x,y,theta
husky_black,-128.10000000000002,2365.465411384057,-859.3031217751383,-0.086667192203605
oarbot_silver,-128.10000000000002,-988.6849636690813,-892.5117316977974,-0.027045390511193233
oarbot_blue,-128.10000000000002,-932.8711250003746,529.5283638811453,0.04572645957199883
husky_blue,-128.10000000000002,3550.655158235651,650.1018279907366,0.03280439186021534
ridgeback,-128.10000000000002,942.8131368691547,624.8422708489417,-0.007657848163394207
husky_black,32.03333333333334,2365.465411384057,-859.3031217751383,-0.086667192203605
oarbot_silver,32.03333333333334,-986.6845655537942,-890.8208806938742,-0.02334706242415949
oarbot_blue,32.03333333333334,-932.8711250003746,529.5283638811453,0.04572645957199883
husky_blue,32.03333333333334,3550.655158235651,650.1018279907366,0.03280439186021534
ridgeback,32.03333333333334,942.5395778822972,626.5640314622932,-0.011087184246143479
husky_black,64.03333333333333,2365.465411384057,-859.3031217751383,-0.086667192203605
oarbot_silver,64.03333333333333,-988.6849636690813,-892.5117316977974,-0.027045390511193233
oarbot_blue,64.03333333333333,-937.274304713311,531.0635180042917,0.04446772561794633
husky_blue,64.03333333333333,3550.655158235651,650.1018279907366,0.03280439186021534
ridgeback,64.03333333333333,942.5395778822972,626.5640314622932,-0.011087184246143479
husky_black,96.0,2362.7270739629553,-858.3936235647191,-0.09169028764187725
oarbot_silver,96.0,-988.6849636690813,-892.5117316977974,-0.027045390511193233
oarbot_blue,96.0,-937.274304713311,531.0635180042917,0.04446772561794633
husky_blue,96.0,3550.655158235651,650.1018279907366,0.03280439186021534
ridgeback,96.0,942.5395778822972,626.5640314622932,-0.011087184246143479
husky_black,128.03333333333333,2360.9746518211973,-855.9857605090323,-0.08548035813262186
oarbot_silver,128.03333333333333,-988.6849636690813,-892.5117316977974,-0.027045390511193233
oarbot_blue,128.03333333333333,-933.941463938522,529.8681490385607,0.0449756471369594
husky_blue,128.03333333333333,3557.783555071975,652.207690338985,0.028779359335084107
ridgeback,128.03333333333333,942.4729603576886,625.6653620990598,-0.010149877395171251
husky_black,160.10000000000002,2362.7270739629553,-858.3936235647191,-0.09169028764187725
oarbot_silver,160.10000000000002,-988.6849636690813,-892.5117316977974,-0.027045390511193233
oarbot_blue,160.10000000000002,-932.8711250003746,529.5283638811453,0.04572645957199883
husky_blue,160.10000000000002,3557.783555071975,652.207690338985,0.028779359335084107
ridgeback,160.10000000000002,942.5395778822972,626.5640314622932,-0.011087184246143479
husky_black,192.03333333333333,2362.7270739629553,-858.3936235647191,-0.09169028764187725
oarbot_silver,192.03333333333333,-986.6845655537942,-890.8208806938742,-0.02334706242415949
oarbot_blue,192.03333333333333,-932.8711250003746,529.5283638811453,0.04572645957199883
husky_blue,192.03333333333333,3557.783555071975,652.207690338985,0.028779359335084107
ridgeback,192.03333333333333,942.8131368691547,624.8422708489417,-0.007657848163394207
husky_black,224.16666666666669,2365.465411384057,-859.3031217751383,-0.086667192203605
oarbot_silver,224.16666666666669,-988.6849636690813,-892.5117316977974,-0.027045390511193233
husky_blue,224.16666666666669,3557.783555071975,652.207690338985,0.028779359335084107
ridgeback,224.16666666666669,942.8131368691547,624.8422708489417,-0.007657848163394207
