place,time,x,y,theta
husky_black,-128.10000000000002,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,-128.10000000000002,-1520.9509074319521,-869.6693294481379,-0.08014449334122495
oarbot_silver,-128.10000000000002,-2354.2091375978175,1443.9412061252804,-1.5759345606346353
husky_black,64.0,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,64.0,-1520.9509074319521,-869.6693294481379,-0.08014449334122495
oarbot_silver,64.0,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,128.03333333333333,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,128.03333333333333,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,128.03333333333333,-2326.896320616776,1432.005942269967,-1.5725114617255564
husky_black,192.03333333333333,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,192.03333333333333,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,192.03333333333333,-2332.6384290880196,1434.7646714258185,-1.573315227451514
husky_black,224.03333333333333,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,224.03333333333333,-1520.9509074319521,-869.6693294481379,-0.08014449334122495
oarbot_silver,224.03333333333333,-2324.3376394584884,1431.1478785048391,-1.5740173422189412
husky_black,256.03333333333336,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,256.03333333333336,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,256.03333333333336,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,288.1333333333333,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,288.1333333333333,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,288.1333333333333,-2335.434255202802,1435.359705183612,-1.5752721629670412
husky_black,320.16666666666663,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,320.16666666666663,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,320.16666666666663,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,352.1666666666667,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,352.1666666666667,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,352.1666666666667,-2335.434255202802,1435.359705183612,-1.5752721629670412
husky_black,400.0,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,400.0,-1514.7623027917075,-867.8861855975048,-0.0768671683007817
oarbot_silver,400.0,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,432.1333333333334,342.3170835882452,-1098.040100370924,0.12286742656281034
husky_blue,432.1333333333334,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,432.1333333333334,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,464.33333333333337,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,464.33333333333337,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,464.33333333333337,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,496.20000000000005,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,496.20000000000005,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,496.20000000000005,-2332.1541163548263,1434.9998283702323,-1.5669109416868212
husky_black,528.1,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,528.1,-1514.7623027917075,-867.8861855975048,-0.0768671683007817
oarbot_silver,528.1,-2332.1541163548263,1434.9998283702323,-1.5669109416868212
husky_black,560.0666666666667,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,560.0666666666667,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,560.0666666666667,-2338.0171454304864,1436.2268948655244,-1.5737703801960365
husky_black,592.0333333333334,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,592.0333333333334,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,592.0333333333334,-2326.9928029257608,1433.0665091304065,-1.566596677556239
husky_black,624.1,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,624.1,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
oarbot_silver,624.1,-2335.992512381791,1436.156885685216,-1.563723283734263
husky_black,656.1,343.7297929776351,-1096.1493447735077,0.11918755866013768
husky_blue,656.1,-1517.4267771017599,-868.4838595068844,-0.08041317169527679
